No.,Time,Source,Destination,Protocol,Length,HID Data,HID DataRA,
5164,18.967876,1.45.1,host,USB,27,,,
5165,18.983848,1.45.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,
5166,18.983862,host,1.45.1,USB,27,,,
5167,18.984238,host,1.45.1,USB,91,40fa0201026100384c05fa80027491204a64f40b00e830fc40983b12125a9b6c007482420c61a094819116650a089c64080c0022887403210a64f40b00e81cfc,40fa0201026100384c05fa80027491204a64f40b00e830fc40983b12125a9b6c007482420c61a094819116650a089c64080c0022887403210a64f40b00e81cfc,
5168,18.987863,1.45.1,host,USB,27,,,
5169,19.004869,1.45.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,
5170,19.004943,host,1.45.1,USB,27,,,
5171,19.005469,host,1.45.1,USB,91,40fa0201026200384c05fa800274c233129b6c82420c61a094819116650a089c64080c0022887403210a64f40b00e80bfc22464c6020919b6c44393708093e5f,40fa0201026200384c05fa800274c233129b6c82420c61a094819116650a089c64080c0022887403210a64f40b00e80bfc22464c6020919b6c44393708093e5f,
5172,19.007865,1.45.1,host,USB,27,,,
5173,19.024875,1.45.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,
5174,19.024908,host,1.45.1,USB,27,,,
5175,19.02504,host,1.45.1,USB,91,40fa0201026300384c05fa800274f30820980121047502440c60009043382a084a3c320b047502440c60009041380d084a3c0b0c00988a58107502440c600090,40fa0201026300384c05fa800274f30820980121047502440c60009043382a084a3c320b047502440c60009041380d084a3c0b0c00988a58107502440c600090,
5176,19.027863,1.45.1,host,USB,27,,,
5189,19.044869,1.45.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,
5190,19.044896,host,1.45.1,USB,27,,,
5191,19.045185,host,1.45.1,USB,91,40fa0201026400384c05fa80027524433803084a3c200b447402410c6000904138c6084a39c40c20980221447402410c6000904238bc084a39ba0c0a3200e833,40fa0201026400384c05fa80027524433803084a3c200b447402410c6000904138c6084a39c40c20980221447402410c6000904238bc084a39ba0c0a3200e833,
5192,19.047869,1.45.1,host,USB,27,,,
5193,19.064852,1.45.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,
5194,19.064866,host,1.45.1,USB,27,,,
5195,19.065243,host,1.45.1,USB,91,40fa0201026500384c05fa80027555fb4238d60fd7074139af08093e0b0820980121447402410c600090433803084a39fa0a093e490b0098836c012288742242,40fa0201026500384c05fa80027555fb4238d60fd7074139af08093e0b0820980121447402410c600090433803084a39fa0a093e490b0098836c012288742242,
5196,19.06787,1.45.1,host,USB,27,,,
5197,19.084858,1.45.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,
5198,19.084881,host,1.45.1,USB,27,,,
5199,19.085281,host,1.45.1,USB,91,40fa0201026600384c05fa800275864c6020914239280b4a3a260f836c0222887422424c60209140391e0b4a3a06310a3241c4200c00e806fb9c65880c209801,40fa0201026600384c05fa800275864c6020914239280b4a3a260f836c0222887422424c60209140391e0b4a3a06310a3241c4200c00e806fb9c65880c209801,
5200,19.08785,1.45.1,host,USB,27,,,
5201,19.105856,1.45.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,
5202,19.105872,host,1.45.1,USB,27,,,
5203,19.106421,host,1.45.1,USB,91,40fa0201026700384c05fa800275b721ba0716109b6c82420c61a094819016650a089c64080c0022887403204a64f40b00e88ffb0e109b6c82420c61a0948190,40fa0201026700384c05fa800275b721ba0716109b6c82420c61a094819016650a089c64080c0022887403204a64f40b00e88ffb0e109b6c82420c61a0948190,
5204,19.107851,1.45.1,host,USB,27,,,
5205,19.125855,1.45.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,
5206,19.125881,host,1.45.1,USB,27,,,
5207,19.125991,host,1.45.1,USB,91,40fa0201026800384c05fa800275e8166522089c64200c0022887403204a64f40b00e87efb0000d8b70000e8b70000f8b700000cb8000030b8000040b8000025,40fa0201026800384c05fa800275e8166522089c64200c0022887403204a64f40b00e87efb0000d8b70000e8b70000f8b700000cb8000030b8000040b8000025,
5208,19.127896,1.45.1,host,USB,27,,,
5209,19.145915,1.45.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,
5210,19.145973,host,1.45.1,USB,27,,,
5211,19.146488,host,1.45.1,USB,91,40fa0201026900384c05fa80027619984139870c013248640d31003241c4200c00e8c7fa13139b6c82420c61a094819016650a089c64080c0022887403204a64,40fa0201026900384c05fa80027619984139870c013248640d31003241c4200c00e8c7fa13139b6c82420c61a094819016650a089c64080c0022887403204a64,
5212,19.147882,1.45.1,host,USB,27,,,
5213,19.165856,1.45.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,
5214,19.16587,host,1.45.1,USB,27,,,
5215,19.166225,host,1.45.1,USB,91,40fa0201026a00384c05fa8002764af40b00e855fb0b139b6c82420c61a094819016650a089c64080c0022887403204a64f40b00e844fb22464c6020919b6c43,40fa0201026a00384c05fa8002764af40b00e855fb0b139b6c82420c61a094819016650a089c64080c0022887403204a64f40b00e844fb22464c6020919b6c43,
5216,19.167871,1.45.1,host,USB,27,,,
5217,19.186877,1.45.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,
5218,19.186902,host,1.45.1,USB,27,,,
5219,19.187269,host,1.45.1,USB,91,40fa0201026b00384c05fa8002767b3960e89dfd093a60e8a7fd20980121447402410c600090443840e88cfd413840e889fd00e899fd413960e896fd9c6440e8,40fa0201026b00384c05fa8002767b3960e89dfd093a60e8a7fd20980121447402410c600090443840e88cfd413840e889fd00e899fd413960e896fd9c6440e8,
5220,19.187872,1.45.1,host,USB,27,,,
5221,19.206861,1.45.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,
5222,19.206879,host,1.45.1,USB,27,,,
5223,19.207523,host,1.45.1,USB,91,40fa0201026c00384c05fa800276ac93fd25980021447425b840b800e85ffa443960e889fd9c658c0aa30608320d59032008640608c6600323c86440e8c6fd60,40fa0201026c00384c05fa800276ac93fd25980021447425b840b800e85ffa443960e889fd9c658c0aa30608320d59032008640608c6600323c86440e8c6fd60,
5224,19.21188,1.45.1,host,USB,27,,,
5225,19.22687,1.45.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,
5226,19.226921,host,1.45.1,USB,27,,,
5227,19.228289,host,1.45.1,USB,91,40fa0201026d00384c05fa800276dd9560b4619561b46712409342b44193072343b4409344b4419345b4429346b4439347b4449348b4459349b4469307230723,40fa0201026d00384c05fa800276dd9560b4619561b46712409342b44193072343b4409344b4419345b4429346b4439347b4449348b4459349b4469307230723,
5228,19.23188,1.45.1,host,USB,27,,,
5241,19.246877,1.45.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,
5242,19.246913,host,1.45.1,USB,27,,,
5243,19.247045,host,1.45.1,USB,91,40fa0201026e00384c05fa8002770e072361934ab46bb400e878f924e4181045744064320c033200e849fa0c3200e846fa4391413a60e849fa4393443a660c43,40fa0201026e00384c05fa8002770e072361934ab46bb400e878f924e4181045744064320c033200e849fa0c3200e846fa4391413a60e849fa4393443a660c43,
5244,19.247868,1.45.1,host,USB,27,,,
5245,19.266858,1.45.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,
5246,19.266898,host,1.45.1,USB,27,,,
5247,19.267287,host,1.45.1,USB,91,40fa0201026f00384c05fa8002773f93443a60e842fa6493403b60e83efa00e802fb443960e83efd093a60e83bfd20980121447402410c600090413840e820fd,40fa0201026f00384c05fa8002773f93443a60e842fa6493403b60e83efa00e802fb443960e83efd093a60e83bfd20980121447402410c600090413840e820fd,
5248,19.267878,1.45.1,host,USB,27,,,
5249,19.287862,1.45.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,
5250,19.28788,host,1.45.1,USB,27,,,
5251,19.28828,host,1.45.1,USB,91,40fa0201027000384c05fa8002777000e830fd003200e821fa013200e8ddfb40b000e842f92b5c45741e3940e8dff9053200e813fa023200e8cffb6198618343,40fa0201027000384c05fa8002777000e830fd003200e821fa013200e8ddfb40b000e842f92b5c45741e3940e8dff9053200e813fa023200e8cffb6198618343,
5252,19.291874,1.45.1,host,USB,27,,,
5253,19.307877,1.45.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,
5254,19.307902,host,1.45.1,USB,27,,,
5255,19.308446,host,1.45.1,USB,91,40fa0201027100384c05fa800277a13b430c6198418303338c6460e80dfa7510408b63d848108c6460e806fa6198018301280074ffe363f845330c6440e8f2fa,40fa0201027100384c05fa800277a13b430c6198418303338c6460e80dfa7510408b63d848108c6460e806fa6198018301280074ffe363f845330c6440e8f2fa,
5256,19.311884,1.45.1,host,USB,27,,,
5257,19.327863,1.45.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,
5258,19.327879,host,1.45.1,USB,27,,,
5259,19.328157,host,1.45.1,USB,91,40fa0201027200384c05fa800277d200e8faf9033200e8affb6198018301280074ffe354f845330c64073383c4200c00e8d3fa000050b8000060b80000f06500,40fa0201027200384c05fa800277d200e8faf9033200e8affb6198018301280074ffe354f845330c64073383c4200c00e8d3fa000050b8000060b80000f06500,
5260,19.331874,1.45.1,host,USB,27,,,
5261,19.347887,1.45.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,
5262,19.347918,host,1.45.1,USB,27,,,
5263,19.348258,host,1.45.1,USB,91,40fa0201027300384c05fa8002780330247200304181443a990b018101280074ffe33cf876326358cc74c86440e8a8fa00e8d1f97410408b63d830108c64b90b,40fa0201027300384c05fa8002780330247200304181443a990b018101280074ffe33cf876326358cc74c86440e8a8fa00e8d1f97410408b63d830108c64b90b,
5264,19.351872,1.45.1,host,USB,27,,,
5265,19.368882,1.45.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,
5266,19.368913,host,1.45.1,USB,27,,,
5267,19.368978,host,1.45.1,USB,91,40fa0201027400384c05fa800278346198018301280074ffe328f845330c64073383c4200cad07093120b800e893f9d01401330c640b0c681000324bb36b9340,40fa0201027400384c05fa800278346198018301280074ffe328f845330c64073383c4200cad07093120b800e893f9d01401330c640b0c681000324bb36b9340,
5268,19.37187,1.45.1,host,USB,27,,,
5269,19.388885,1.45.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,
5270,19.388916,host,1.45.1,USB,27,,,
5271,19.389359,host,1.45.1,USB,91,40fa0201027500384c05fa800278653b020c9014ffe3c3f89014ffe3a4f8901400002472003018350030d114cee54b1502ea400500319810031800e0ec0f0318,40fa0201027500384c05fa800278653b020c9014ffe3c3f89014ffe3a4f8901400002472003018350030d114cee54b1502ea400500319810031800e0ec0f0318,
5272,19.391883,1.45.1,host,USB,27,,,
5273,19.408867,1.45.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,
5274,19.408891,host,1.45.1,USB,27,,,
5275,19.409212,host,1.45.1,USB,91,40fa0201027600384c05fa80027896ffe395c96094031855103510ffe397e46094433b080c6094443b050c30101010ffe3ebe860944f1030100d1062b86f1061,40fa0201027600384c05fa80027896ffe395c96094031855103510ffe397e46094433b080c6094443b050c30101010ffe3ebe860944f1030100d1062b86f1061,
5276,19.411873,1.45.1,host,USB,27,,,
5277,19.428864,1.45.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,
5278,19.428879,host,1.45.1,USB,27,,,
5279,19.429599,host,1.45.1,USB,91,40fa0201027700384c05fa800278c7b86f1060b86910ffe331e56094433b050c2c100810ffe31ee40610ffe37dc9cee54b059114c45500304c6300304c5a0030,40fa0201027700384c05fa800278c7b86f1060b86910ffe331e56094433b050c2c100810ffe31ee40610ffe37dc9cee54b059114c45500304c6300304c5a0030,
5280,19.431876,1.45.1,host,USB,27,,,
5293,19.44888,1.45.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,
5294,19.448912,host,1.45.1,USB,27,,,
5295,19.449061,host,1.45.1,USB,91,40fa0201027800384c05fa800278f8cc550030cc5e0030cc6400300c64003060a70000d414cee5e714243520e44d0028301a1ccee4e704936c61e42310e08b01,40fa0201027800384c05fa800278f8cc550030cc5e0030cc6400300c64003060a70000d414cee5e714243520e44d0028301a1ccee4e704936c61e42310e08b01,
5296,19.451882,1.45.1,host,USB,27,,,
5297,19.469871,1.45.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,
5298,19.469896,host,1.45.1,USB,27,,,
5299,19.470323,host,1.45.1,USB,91,40fa0201027900384c05fa80027929234e64e0aa0122fb0b14619265205bf40b9712b712003609040033372b60a500264a3e2f240025560c6094413bf60b7112,40fa0201027900384c05fa80027929234e64e0aa0122fb0b14619265205bf40b9712b712003609040033372b60a500264a3e2f240025560c6094413bf60b7112,
5300,19.471881,1.45.1,host,USB,27,,,
5301,19.489869,1.45.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,
5302,19.489888,host,1.45.1,USB,27,,,
5303,19.489975,host,1.45.1,USB,91,40fa0201027a00384c05fa8002795a0146186004400c60439060e40b0040b807234490032341b807232590072322b8269023b8279024b8289025b8299026b82a,40fa0201027a00384c05fa8002795a0146186004400c60439060e40b0040b807234490032341b807232590072322b8269023b8279024b8289025b8299026b82a,
5304,19.491876,1.45.1,host,USB,27,,,
5305,19.509891,1.45.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,
5306,19.509919,host,1.45.1,USB,27,,,
5307,19.510511,host,1.45.1,USB,91,40fa0201027b00384c05fa8002798b9027b8619368b84190629020900e18ffe365f34ed84a006ed84b004ab8ca64cf0b403beed84c004ed84d002608c9655f6c,40fa0201027b00384c05fa8002798b9027b8619368b84190629020900e18ffe365f34ed84a006ed84b004ab8ca64cf0b403beed84c004ed84d002608c9655f6c,
5308,19.511901,1.45.1,host,USB,27,,,
5309,19.529888,1.45.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,
5310,19.529913,host,1.45.1,USB,27,,,
5311,19.530018,host,1.45.1,USB,91,40fa0201027c00384c05fa800279bc13081f6c89b811211a1c2141506021d800503d39030c0023cc7400200074436c0964f20f899800229e6088748e64af0b01,40fa0201027c00384c05fa800279bc13081f6c89b811211a1c2141506021d800503d39030c0023cc7400200074436c0964f20f899800229e6088748e64af0b01,
5312,19.531887,1.45.1,host,USB,27,,,
5315,19.551082,1.45.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,
5316,19.551098,host,1.45.1,USB,27,,,
5317,19.551613,host,1.45.1,USB,91,40fa0201027d00384c05fa800279ed3300264a3e66b468b400252f24ac0bcee5e70494145f3b2f0cc965e9b84308025b2340046001400bb80a98235803414060,40fa0201027d00384c05fa800279ed3300264a3e66b468b400252f24ac0bcee5e70494145f3b2f0cc965e9b84308025b2340046001400bb80a98235803414060,
5320,19.555868,1.45.1,host,USB,27,,,
5325,19.570869,1.45.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,
5326,19.570888,host,1.45.1,USB,27,,,
5327,19.571088,host,1.45.1,USB,91,40fa0201027e00384c05fa80027a1e014100338ab85f6cacb80db88b9809981a1d00618144146184d800503d3c0b0c8d9810608140146184d800503d3c030c00,40fa0201027e00384c05fa80027a1e014100338ab85f6cacb80db88b9809981a1d00618144146184d800503d3c0b0c8d9810608140146184d800503d3c030c00,
5328,19.571882,1.45.1,host,USB,27,,,
5333,19.590869,1.45.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,
5334,19.590888,host,1.45.1,USB,27,,,
5335,19.591415,host,1.45.1,USB,91,40fa0201027f00384c05fa80027a4f23cc740021447429b84964e80f8a98ac98c107c9655f6c15081f6c003389b821e41b021a1c2141506021d800503d39030c,40fa0201027f00384c05fa80027a4f23cc740021447429b84964e80f8a98ac98c107c9655f6c15081f6c003389b821e41b021a1c2141506021d800503d39030c,
5338,19.595872,1.45.1,host,USB,27,,,
5343,19.610871,1.45.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,
5344,19.610884,host,1.45.1,USB,27,,,
5345,19.611511,host,1.45.1,USB,91,40fa0201028000384c05fa80027a800023cc7400200074436c0964f10fa9070033a807f065003080350030e865003061404b10c0606443c8606293413b030c00,40fa0201028000384c05fa80027a800023cc7400200074436c0964f10fa9070033a807f065003080350030e865003061404b10c0606443c8606293413b030c00,
5348,19.615862,1.45.1,host,USB,27,,,
5353,19.631868,1.45.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,
5354,19.631872,host,1.45.1,USB,27,,,
5355,19.632548,host,1.45.1,USB,91,40fa0201028100384c05fa80027ab1303c7867100c606080403b040c002bcc7460a0403b03643c780000e865003080350030c4142c14c76d41b8003265b84edc,40fa0201028100384c05fa80027ab1303c7867100c606080403b040c002bcc7460a0403b03643c780000e865003080350030c4142c14c76d41b8003265b84edc,
5356,19.635893,1.45.1,host,USB,27,,,
5373,19.65187,1.45.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,
5374,19.651888,host,1.45.1,USB,27,,,
5375,19.652179,host,1.45.1,USB,91,40fa0201028200384c05fa80027ae22300013200334edc25000032002b4edc26004edc280001326edc20004edc29004edc2a004edc2c0000326edc21004edc2d,40fa0201028200384c05fa80027ae22300013200334edc25000032002b4edc26004edc280001326edc20004edc29004edc2a004edc2c0000326edc21004edc2d,
5378,19.65587,1.45.1,host,USB,27,,,
5383,19.671871,1.45.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,
5384,19.671875,host,1.45.1,USB,27,,,
5385,19.672987,host,1.45.1,USB,91,40fa0201028300384c05fa80027b130001326edc22004edc2e004edc2f0000326edc24006edc27006edc2b006edc18004edc19006edc1d00013200334edc1a00,40fa0201028300384c05fa80027b130001326edc22004edc2e004edc2f0000326edc24006edc27006edc2b006edc18004edc19006edc1d00013200334edc1a00,
5386,19.675899,1.45.1,host,USB,27,,,
5391,19.691877,1.45.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,
5392,19.691896,host,1.45.1,USB,27,,,
5393,19.692569,host,1.45.1,USB,91,40fa0201028400384c05fa80027b446edc1e00003201334edc1b004edc1c006edc1f001f326358cc74c864050c6359cc74113b390c00310032081c002a0c1dcb,40fa0201028400384c05fa80027b446edc1e00003201334edc1b004edc1c006edc1f001f326358cc74c864050c6359cc74113b390c00310032081c002a0c1dcb,
5396,19.695872,1.45.1,host,USB,27,,,
5401,19.711873,1.45.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,
5402,19.711878,host,1.45.1,USB,27,,,
5403,19.712433,host,1.45.1,USB,91,40fa0201028500384c05fa80027b756c22b8003620b8050464d8004044d80140c060cc74235b44741f391b089c608874235a4474113915084e7423b84a744142,40fa0201028500384c05fa80027b756c22b8003620b8050464d8004044d80140c060cc74235b44741f391b089c608874235a4474113915084e7423b84a744142,
5404,19.715889,1.45.1,host,USB,27,,,
5409,19.732888,1.45.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,
5410,19.732917,host,1.45.1,USB,27,,,
5411,19.733574,host,1.45.1,USB,91,40fa0201028600384c05fa80027ba624b82243c46021986343c4608c6062d800504098c964050c4498c39842b860b801241665da0b403e2c0c6298403b290c18,40fa0201028600384c05fa80027ba624b82243c46021986343c4608c6062d800504098c964050c4498c39842b860b801241665da0b403e2c0c6298403b290c18,
5414,19.736308,1.45.1,host,USB,27,,,
5419,19.752874,1.45.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,
5420,19.752891,host,1.45.1,USB,27,,,
5421,19.753718,host,1.45.1,USB,91,40fa0201028700384c05fa80027bd774cc7500310034061b0032be5b002a80608874c35a98751f3e13085c604474c3599875113e0d08c24221419860c1984342,40fa0201028700384c05fa80027bd774cc7500310034061b0032be5b002a80608874c35a98751f3e13085c604474c3599875113e0d08c24221419860c1984342,
5422,19.755874,1.45.1,host,USB,27,,,
5427,19.772876,1.45.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,
5428,19.772897,host,1.45.1,USB,27,,,
5429,19.773374,host,1.45.1,USB,91,40fa0201028800384c05fa80027c089860486041d80050259885640d0801234e65070c43d8004023d80140e1070034136c0c14841400241075f207d4143a1702,40fa0201028800384c05fa80027c089860486041d80050259885640d0801234e65070c43d8004023d80140e1070034136c0c14841400241075f207d4143a1702,
5432,19.775879,1.45.1,host,USB,27,,,
5437,19.79289,1.45.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,
5438,19.79292,host,1.45.1,USB,27,,,
5439,19.793576,host,1.45.1,USB,91,40fa0201028900384c05fa80027c39eae00120b80031036d021800e0120e0033e4e4df01536d61b8003604042f25d665330c6295403bfb0f398518851e334098,40fa0201028900384c05fa80027c39eae00120b80031036d021800e0120e0033e4e4df01536d61b8003604042f25d665330c6295403bfb0f398518851e334098,
5440,19.795906,1.45.1,host,USB,27,,,
5445,19.813878,1.45.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,
5446,19.813892,host,1.45.1,USB,27,,,
5447,19.814618,host,1.45.1,USB,91,40fa0201028a00384c05fa80027c6affe335ff40384e0c0295425e614602198c616446c46002b30395209503b3049520b304b30595219505b3069521b306b307,40fa0201028a00384c05fa80027c6affe335ff40384e0c0295425e614602198c616446c46002b30395209503b3049520b304b30595219505b3069521b306b307,
5450,19.815869,1.45.1,host,USB,27,,,
5453,19.833878,1.45.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,
5454,19.83389,host,1.45.1,USB,27,,,
